full_text,emotion
@ardisatriawan Sekarang coba bayangkan semisal Istana Negara tetiba airnya mati! Apakah pilihan jawabannya masih relevan? Saya gak suka Menteri yang membatalkan Tukin but I also smell something fishy about this movement. Teringat cerita tentang ASN Univ lebih sakti dari Rektor backingnya kuat,trust
@DgSabe @Kemdiktisaintek @tukin_dosenASN Yg pada demo ASN yg suka korupsi....buktikan bahwa rumah dan mobil yg kamu punya bukan hasil korupsi,neutral
Blom pernah ada mentri didemo karyawan ky gini Kabary temperamen suka main fisik ke staf. Mundur aja lah klo tau malu Selain ini ga bny yg tau tukin dosen udh dihapus,fear
Masalah tukin dosennya belum selesai pejabatnya main pukul &amp; pecat? Masa pejabatnya cm orang2 gimmick suka nyalahin pegawai &amp; problematik gini? #DosenDimiskinkanNegara #dosenbukansapiperah #bayartukindosenkemdiktisaintek @tukin_dosenASN @PNS_Ababil @BudiBukanIntel,neutral
@tukin_dosenASN Jadi inget dulu demoin jokowi pas masih kuliah. Izin sama dosen untuk aksi. Buku absen di tandain. Yang berangkat aksi dapet c semua. Mau ikut bela dosen tapi suka sedih kalau inget ini.,sadness
banyak yg tidak suka dgn perjuangan tukin ini saat sesi diskusi zoom malam ini ada banyak penyusup mulai dari yg share video porno chat kata2 jorok..beginilah namanya perjuangan buat @tukin_dosenASN #dosenbukansapiperah #DosenDimiskinkanNegara #bayartukindosenkemdiktisaintek,neutral
Dosen @Kemdiktisaintek wajib ngisi BKD dosen wajib ngisi SKP. Bayar Tukin? Akh gak usahlah. Dosen kan suka mengabdi aja. Iya gak pejuang @tukin_dosenASN ?? #dosenbukansapiperah #DosenDimiskinkanNegara #bayartukindosenkemdiktisaintek,fear
@Diarasurya @tukin_dosenASN Aku suka minder kalau sama temen2 yg di kemitraan mbak level TS aja gajinya udh berapa kali gaji ku kabotan gelar tok wkwkwkwkw,trust
Buat yg baru ngikutin akun ini selain ngeluhin Tukin di sini saya suka ngereview mie instan. Sama seperti teh @rijqaa,fear
@tanyarlfes Jadi pns tu adalah pekerjaan teraman dan terenak kalo kamu suka slow living dan idup di zona nyaman. Sebenernya gajinya ga gede apalagi pns daerah. Tapiii kerja ga sengoyo swasta gaji tetep (kecuali tukin/ekin ya) sabtu-minggu libur bisa disambi dapet pensiunan:)),joy
@tanyakanrl Bukan cuma minder tapi rugi! Ente mau promosi jabatan ya kudu main jilat sama atasan dan main mata sama Sekda. Sekda Kadin dan jajarannya ditunjuk oleh Kepala Daerah (Bupati Walkot Gubernur). Tukin? tergantung anggaran daerahnya dan kebijakan suka-suka si Kepala Daerah ,trust
Gue tuh gak suka banget kalo ada anak P3K ngomong begini sampe akhirnya gue ceplosin kan kalian juga sama setara kami pns bahkan gaji&amp;tukin kalian lebih besar secara proporsi kalian dong yg banyak kerjanya ,fear
@tempodotco YaAllah bukannya tukin pejabat ko malah pendidik si kebijakannya teh suka kebalikan dr keinginan rakyat. Apakah hari rabu semua di kalender mereka,fear
@tukin_dosenASN Sayangnya 3 klp ini suka ngegaslight dosen2 yg minta keadilan upah. Yg no 2 kdg lbh ke tepuk dada nih gue banyak proyek diluar dibutuhin sama eksternal kepake dimana2 elu jg harusnya bs kyk gini dong . Yeisshhhh...,joy
@PNS_Garis_Lucu ini yg ku lucuin maka dari itu ku ga pernah komen kalo mrk iri sama tukin pns gw dalem hati sih suka bilang harusnya syukur ajasih dpt berapa berapa tanpa u harus bertarung sama seIndonesia raya . tapi di tempat w sistem remun antar warga p3k agak ga adil sih,fear
dosen dosenku dulu rumah ala kadarnya humble banget pake motor butut gt. yg lain di perumahan jauh dr kota. mereka suka ambil kerja sambilan juga. kayak nulis buka dan isi seminar. sedangkan aparat gabut banget gaji tukin naik mulu dan bs hidup berlebihan harta. edan!,joy
Dia ini suka JOGED . Tukin untuk Dosen ASN Kemendikbud nggak ada keleusss tapi kalo sertifikasi profesi yg kau mau hapus SINIMI BAKU HANTAM KI DULU ,neutral
@DitjenPajakRI Tukin paling tinggi se Indonesia masih aja suka merepotkan rakyat yang gaji elo,joy
Aku suka mengajar bikin happy dan jadi inget terus sama ilmu yang pernah didapat. Tapi mirisnya gaji yg didapatkan dari mengajar memang tidak bisa diandalkan ya untuk hidup wkwk habis lihat berita tukin dosen dihapuskan jadi makin-makin ga yakin sama keseriusan pemerintah ,joy
@dr_tompi Terus dok klo pejabatnya yg dikawal tet tot Tet tot ternyata suka matiin/bunuh laporan masyarakat yg mencari KEADILAN pdhl udh digaji gede Tukin+tunjangan rumah 50 jt tpi ko tega sih matiin laporan masyarakat yg masuk ke institusinya seperti laporan sy ke Komisi I DPR RI gimana ? https://t.co/632oqOpMld,trust
saya suka tulisan mas Kurniawan ttg Polemik tukin dosen ini padahal beliau merupakan Pejabat pengawas pada Kementerian Keuangan. Cukup tertata mengurai masalah dan objektif https://t.co/8yzWep2fYd,trust
@iqbalbasagili Tukin kemenkeu naik itu hoax kalau anggaran polri naik itu fakta. Gak suka boleh sebar berita salah jangan ya,anger
@Umbirobot @harjar699191 @svernaree @gadingnstn @NotLofigirll Wkwkw maakan aku suka ngecengin temenku d kemenkeu jg Tp karna kesenjangan tukin kali ya soalnya K/L lain yg msih jauh d bawan kemencake,neutral
@sociotalker Alhamdulillah punya presiden kaya dan suka sedekah Mudah²an dosen dan guru kecipratan sedekah berbentuk tukin. Saya mah rela tukin dosen dan guru dari uang pribadi presiden ,neutral
@kumparan Makanya kesian ama dosen2 tuh disuruh penelitian ama bikin paper banyak tp gak ada tukin makanya dosen suka cari proyek sendiri biar bisa hidup.,sadness
@paipiapaipia Dosen ASN Kemdikbud non-PTNBH juga ga suka. Karena dari 2020 ga pernah dibayarkan Tukin dosen. Padahal UU nya sudah mengatur sejak 2020 https://t.co/mXxJiDppon,neutral
@choaciao @BgsStratmja @pejabrut @pekerjakampus @tukin_dosenASN Berarti anda tidak bersyukur dan suka mencela,anger
@pejabrut Iya lagi jir dari november dah beredar draft rpm tukin . Paling bener emang nunggu dewi kemakmuran yang ngomong baru beneran deal,neutral
@DitjenPajakRI Tukin lo sebulan berapa min? Terus kalo akhir tahun suka dapat bonus-bonus gitu katanya ya?,neutral
masturbasi moral ga bikin lu keliatan keren. anak dejepe itu PELAKSANA. they re not the policy maker. klo lo iri kenaikan tukin mereka artinya yg busuk hati lo. lo ga suka liat orang lain gajinya lebih besar. sampe nentuin buat apa buat apa. kek hmmm benerin dlu cara mikirnya,anger
@Jateng_Twit Thats why aku suka berteman sm teman2ku yg kerjanya di kantor pajak biar bisa nyicip uang tukin ntu mehehehe ,joy
@biasalahanakmud Kenalan temen gue di becuk kerjaannya jualin barang barang branded setenfah harga. Pantes suka nahan barang impor. Padahal tukin udah 100%,fear
Plus : kerjanya ga seberat swasta tp tergantung jg si cuma klo liat sodara/tetangga ku pd bgtu dgn beda2 instansi hidup stabil ga akan layoff klo u ga bertingkah Minus : harus siap ditempatin seluruh wilayah indo tukin beda2 bbrp instansi daerah tukinnya suka telat turun,surprise
@Widino Wajib pajak yg ikhlas ya pahalanya besar lho kasihan negara lagi miskin (walopun suka pamer keberhasilan ini-itu di tengah rakyat yg melarat).. Dan para pemungut pajak bergermbiralah! Capai target kalian dan boom.. tukin menanti. Gak tercapai? Tetap terima gaji rutin.,sadness
Jadi pejabat tuh emang gaji dan tukin gede tapi stress lho udah hirarkinya kental di push target sana sini belom lagi regulasi yg suka berubah2.. eh ini tambah direcokin sama family member yg ga bener.. the least you can do is being a decent person doang padahal ,joy
siyalan media nih suka keder nulis berita tukin naik menjadi 100% sama tukin naik 100% itu beda coookkk,neutral
G semua yg tuh ad y tunjangan jabatan tergantung pemda. Mana ada uang jalan transportasi. Ada daerah yg cuma dpt gaji. Tukin tuta tuh suka telat. Sertifikasi yg 3 bulan sekali cair? Nyatanya udh mau 6 bln g cair. Mana klo pemberkasan mesti ngamplop. Klo gk dimisuhin sm dinas,fear
@tapiioka___ @vhezzzz @madHink Ada di Perpres Nomor 158 Tahun 2024 ada berita nya dan keluar di tgl 6 nov gw jg heran kok jd tumpang tindih pdhl dah ada BI sm OJK ini keliatan kyk kemenkeu ego sektoral pengen di kaki langit sm lah kyk yg jegal single salary kan keu sm yg suka jegal kenaikan tukin K/L lain,joy
maaf nih.. bestie gue pns anxiety mulu dia.. tekanan tinggi atasannya rada gelo. gaji naik nggak banyak 300an aja. tukin suka dipotong pula sama yang di atas2 padahal bocahnya rajin. entahlah.. bukan kementrian sultan soalnya,fear
@iaridlo @bonnietriyana @KOMISIXDPRRI @pekerjakampus @tukin_dosenASN @nabiylarisfa @ardisatriawan @Sam_Ardi Laaahh ada yg 1 taun g dibayarkan uang tuition LA BA semuanya Bener bener 1 taonnn Masih heran kenapa program program beasiswa gini g dijadiin satu aja di LPDP Masak iya sekelas kemenag susah suah ngurus beasiswa Kemdikbud jg ngapainnnnn Suka herannnn tp ini wakanda ,joy
@MaarifulH @tukin_dosenASN @Kemdiktisaintek @KOMISIXDPRRI @prabowo @gibran_tweet @Gerindra Itu sama kayak yang suka bilang tolong dikirimkan file paparan pembicara. Syukur2 dia minta lewat email Pak. Saya pernah nyaksikan orang yang datang ke meja operator dan ngasih flashdisk minta copy file pembicara. Hahahaha.,neutral
@PNS_Ababil Oh yang suka bilang samaan motor parkir dalam ruang tamu? Padahal dianya sultan tukin,fear
@prastow suka duka kalo liat tukin mah ilang gak sih duka nya,fear
@tanyarlfes Herannya ini prempuan2 suka ngajak temannya yg lain buat membenci kita.. Padahal kenalan n berinteraksi aja belum Kek hah aneh banget Beda klo cowok malah banyak2 bikin relasi n koneksi baik Dan akhirnya Saya malas terlalu dekat dengan cwek2 seperlunya saja lah,anger
Part yg paling tak suka tiap bulan adalah saat dapet tukin dan masukin ke bibit,neutral
Tiap gue hbs bayar2 kebutuhan rumah suka tiba2 dpt notif kek barusan bgt gue hbs bayar2 punya babeh seharga tiket tds cat 5 jengjeng2 dpt notif tukin gue cair bulan kmren hbs jajanin seblak tmn2 juga gtu jd duit ga nambah ga ngurangin segituu muluuuuu ,sadness
@PNS_Garis_Lucu Jadi bila hasil asesmen gurunya sangat buruk maka dia hanya berhak menerima gaji saja tanpa tukin tpp atau tpg sekalipun. Dan untuk guru hasil asesmen konsisten semakin bagus mendapatkan tunjangan full dan kalo perlu ada reward lainnya,joy
@PNS_Garis_Lucu Standar penghasilan ini emang perlu diperbaiki. Saya punya usulan untuk stakeholder kedepannya yaitu : 1. Naikkan tunjangan tukin dan TPG sampai 15 juta per bulan 2. Tunjangan diberikan sekaligus dipantau kualitas pengajaran dengan cara asesmen murid dan guru 3.,joy
Makanya stop puja2 si dewi udh bener w gak suka jg sm ni orang walaupun alasannya lebih ke rentang nominal tukin pns (soalnya w pns).,neutral
@Duren___ Ternyt Menkeu itu suka manjain anak buahnya dg tukin naik 300% tp ga bs mencegaj korupsi di internalnya malah makin parah,neutral
@mstqmfjr Suka heran sama instansi yg menolak kenaikan Tukin lalu dengan entengnya bilang kan perjadin kalian banyak . NENEK LU PERJADIN-NYA BANYAK!!! ,anger
@siapajadahlah @PNS_Ababil Itu gaji pokok... yg dibahas disini TUKINnya Coba cek kalo tukin keluar sampe 200%dpt berapa yg golingan IIIa dengan kinerja pegawai pajak yg suka ngeselin sebagai frontliner,joy
@PNS_Ababil Pokoknya ga boleh peneliti lebih gede gajinya Makanya dosen dikbud ga dikasih jatah tukin selain anggarannya ga ada. SMI selaku dosen senior juga ga suka gaji dosen lebih tinggi dari pegawai pajak,joy
@tukin_dosenASN @Kemdikbud_RI @kompascom @jokowi @nadiemmakarim @Itjen_Kemdikbud @ditjendikti @KemenkeuRI @KOMISIXDPRRI @DPR_RI @Gerindra Dan kalo ada pengumuman pengumuman kayak program pre doctoral training gitu suka ngumpet ngumpet ntah kenapa,fear
@jackjackparrr @detikcom semenjak dia jd gubernur emak gue yg guru dibikin susah bet idupnya sama dia efek harus melek teknologi kudu laporan dan update tiap saat pas ngajar mirip2 guru selebgram lah kalo ga tukin ga cair wkwkwkk dari situ gue ga suka samsek sama die.,trust
Please listen to the interview of Jimoke Hamza below mai tukin Keke Napep tayi bayanin abubuwan da suka ja hankalinta har ta fara wannan sana'a. A cikin hirar ta bayyana yadda ta fara kalubalen da ta fuskanta da kuma yadda ta ke samun ci gaba a wannan sana'ar. Must watch. https://t.co/F2jFTMOMsK,neutral
@pukimaxxing Malaikat: bagaimana? Mau? ‍ cukup menarique boleh dicoba Kebetulan saya suka tantangan Ok gas ok gas..,anger
@fahumizu @PNS_Ababil Ya dong beliau kan pemegang tukin tertinggi yg suka jadi sampel berita netizen,neutral
@worksfess Arsiparis ahli pertama harusnya kelas 8. Kata kunci di Ahli Pertama Tukin kecil di TVRI. Kalau emg kamu siap dan emg suka dunia broadcast sih gak masalah tapi percayalah lumayan berat di sana Barusan cek akun TVRI ternyata kuota besar th ini ya 2.453 formasi,trust
@worksfess Yang mau pilih di IKN jangan liat dari tukin dll aja ingat kalian harus netap 10 tahun disana biaya hidup disana gak murah dan kalo mau mudik tiket juga lumayan dan makin hari makin naik. Ini pengalaman aku yg udh tinggal di kaltim 8 tahun dan emang aku suka pindah pindah,anger
klo ngomongin tukin pns jd inget pas magang kadang suka syok sendiri wkwk,neutral
Ya Tuhan ampunilah dosa-dosa pemimpin kami; kecuali pemimpin yang suka PHP janji Tukin 100% ,trust
@bolehkan_suka @fixthemessy @worksfess Itu kan biar nggak kena pajak kalau gaji pokok. Kalau K/L dapat tambahan tukin ini yg bikin besar asal rajin masuk. Daerah nih yang lebih beragam tunjangan ada yg besar banget ada yg juga elus dada.,joy
@tanyarlfes Nyatanya keluarnya juga sering ga tepat waktu kaya tukin serti gitu2 suka telat (in case guru smk di banten) Tau darimana ya karena sebagai anak guru yg tiap pulang ibu pasti mention ebaut telatnya tunjangan2nya turun,neutral
BUMN merugi terus.. pegawai²nya suka korupsi.. tpi tukin naik.. kinerja mana yg pantes diapresiasi?? Lawak..,neutral
@umbipemda @PNS_Garis_Lucu @phantomhive1988 Tapi kadang org pemda juga suka nyebut tukin (saya),fear
@a12un @pnsdaerahjelata Ini betul bgt.. Tukin bawahan itu bisa berdasarkan like/dislike personal dari mata pimpinan aja sangat subjektif. Kerjany bener target tercapai klo pimpinan ga suka caranya penilaian dislike dari pimpinan (beneran nilainy pake jempol :) Tukin kami bisa tersisa 30% aja,fear
@Aoiy24 @PNS_Ababil Lebih ke gk suka perjadin yang ngada2 sih (misal rapat internal ngapain pergi jauh kan?). Kadang mikir mending duitnya buat naikin tukin dah lebih merata daripada perjadin yg cuma sebagian yg dapet (bukan geng yg gk kebagian perjadin ya saya cukup sering kok).,neutral
@pejabrut @kpertiwi29 @nabiylarisfa @fh_oktaviani @PNS_Ababil @pppkguru @pekerjakampus @P2G_ID suka duka sbg guru maladministrasi overwork anggaran pekerjaan design perjalanan ngurus PIP yg motong uang PIP anak2 trus tukin 100% bisa juga gak buat yg tpp ny per 15bln? ,fear
Aku suka bingung dengan defisit sekian persen tapi yang harus tanggung renteng seluruh https://t.co/0nSx6A0tCY.en. dengan pemotongan tukin.,neutral
@Indaahpspt @YA_O_INI @AlamIsTortured Tapi tanggal diatas 25 itu rawan banget kak suka rame karena tukin pns DKI udah turun dan beberapa perusahaan udah gajian makanya aku saranin jgn diatas tanggal itu,neutral
@biargaksakit @madHink Bedain antara revenue centre dan Cost centre. Kadang gak suka sih sama orang DJP. Tapi kalau lihat mereka kumpulin pajak terus habis dikorupsi orang orang. Yah wajar sih Tukin mereka besar. Buat mengobati luka batin.,sadness
@pejabrut nama: feby nip: 080989999 instansi: yang suka bantuin kementerian lain naik tukin,joy
@yuzviii @Boediantar4 @BKNgoid P3K tukin paling gede 25% dari tukin PNS. Jgn takut pak. Kerjaan PNS bisa di alihkan semua ke P3K karna para PNSnya di tempat saya suka pura2 budeg dgn kata2 andelan dirumah jg mau ngerjain ga bisa ada bocah coba kamu blm nikah kan enak ga diganggu padahal lg jaga emak dirs,fear
@memefess Se berpengaruh itu ya gamers yang suka ngomong kotor dan kasar dengan perkembangan anak zaman skrg,anger
@ahmad_bellamy @ahriesonta Sebenarnya sih nggak ngaruh.. Mau gaji 13 gaji 14 gaji 15 remin remun rimin tukin ikun tikin.. Suka suka dialah... Suka suka dialah mau caption apaan... Nggak usahlah sibuk ngurusin orang lain.. Urus diri sendiri dulu.. Kita sudah jadi orang benar atau belum..,trust
Disuruh nyumbang honorer dajjal karena dia gak dapet gaji+tukin ke 13 tapi si honorer dajjalnya sensi bet ke aku dan suka bentak2 kalau aku tanya baik2. Demi Allah gak ikhlas uangku yg gak seberapa itu masuk ke perutnya dia,neutral
@PNS_Garis_Lucu Masih suka heran sama pemikiran orang orang yang nganggep Rugi banget gak nyekolahin SK dianggurin doang terus buat apa? Tapi ternyata sekolahinnya buat hal konsumtif dan tanggal 1 udah uring uringan nanyain tukin kapan keluar karena gajinya lewat doang wkwkwk,surprise
@PNS_Ababil @prastow saya suka perdebatan tukin kecil dan besar ini hahaha dan saya dengan tpp yg masih ratusan ribu nyimak,neutral
@tanyakanrl Mana mau cowok speak begini sama cewek suka band korea mikirin mau konser dimana umbi2an yg sibuk nungguin tukin cair sibuk nulis sibuk pengen coba tubel tp takut ga lolos sibuk ngurusin project nulis sama sibuk ngurusin kunti bogelnya youngk day6? Affah iya mau?,fear
Patungan beginimah hampir seluruh instansi pemerintahan begini. Masih heran ASN suka sambat tentang tukin dan kesejahteraan? Kami diperas oleh pejabat-pejabat dengan metode patungan ini. Gaji dan tukin keliatan cukup tapi kalau patungan dihitung kami ini pra-sejahtera.,joy
@convomf Knp ya org2 menganggap kl sertifikasi guru nominalnya fantastis? Pdhl itu jumlah rapelan 3bulan. Tp keluarnya suka-suka. Bisa 4-5 bulan baru keluar. Dan ini yg membuat beberapa pemda jelata tdk memberikan tukin ke guru. Pdhl ga semua guru uda sertifikasi. @Guru_PNS @pppkguru,fear
Ini tukin belum ditambah gaji pokok. Belum ditambah IPK (insentif) yang nilainya bisa sampe 1x gaji+tukin (ga kek THR klean yang suka dipotong potong itu) Anak kandung BC bonusnya lebih gede @PNS_Ababil,joy
Dia udah dapet: 1. homebase 2. tukin lebih gede deipada gua padahal dia D3 gua S1 3. gaperlu repot pikir tiket pesawat gua minimal keluar 7 juta kalo mau balik 4. sering ada kelebihan dana dipake buat perjalanan dinas ke JKT ini aja dia masih di JKT,neutral
@pejabrut @PNS_Ababil @PNS_Garis_Lucu @ASN_TELADAN berasa jomplang bgt kolam gua padahal sih predikatnya instansi vertikal tapi tukin masih 80% dah gitu kalah lagi sama pemda homebase gua. Hal ini terjadi habis cerita terkait besaran tukin dgn sahabat gua cont-,fear
@anggapph2 Akuntansi itu jurusan pertama yg kelempar. Masalah kemenkeu ini gara² pucuk atasan suka ngubek² hal spt ini. Tukin antar eselon aja beda cemburu dimana². Anak stan jg penemptnnya jomplang bgt. Klo dibubarin sih ya syukur deh wkwk tp itu td mslh ini udh dipelihara dri dulu,anger
Yang suka iri sama asn coba buka mata deh karena ngga semua asn itu benefit nya gede kaya kemenkue. Dan sebenarnya asn pada umunya ini paling apes udah gaji pokok kecil tukin dipotong 50% udah gitu dana pensiunnya di korupsi kurang dzolim apa coba ni negara ,anger
